uid	probability
bdf1ed4b-abd5-46ec-8328-5631e5a75e2c	0.3748673184
bdf1f1a2-eb86-4532-9cfb-a0c25bfbc4b9	0.5910360113
bdf25f22-bbe8-415d-9397-5a204cb43ed1	0.0620347195
bdf34b2c-963f-486c-bd36-16fd6ee5a01a	0.5550818237
bdf35a2f-5f5d-46d6-bb6f-371e8a9cd7aa	0.5070855766
bdf4419b-5bc9-4b0a-877e-40f530d62c82	0.4610385666
bdf454e7-2a8e-4d17-b880-177f8c5ee106	0.6160007396
bdf4a834-14ff-4698-abf7-3ee3c2800a1b	0.4462430289
bdf4bf31-6370-45ce-87dd-f9dca2239c2e	0.4997161844
bdf572ab-090d-436b-8664-52f46a749690	0.5343742884
bdf68269-55a3-481b-a8e4-7f3081c19449	0.5871934631
bdf6ae53-2b90-4cf1-8f79-69a3ebce43a8	0.3246279581
bdf7458f-d45a-4b4b-a0a4-c513e3a89716	0.6403641464
bdf76ff9-49d8-42a1-90a8-08be8cd530a8	0.5177029842
bdf773e1-9700-41d9-a845-14872d72f833	0.4753213991
bdf7f36a-5e05-48fc-a2fd-0468795680d2	0.575309197
bdf89162-6b8d-4efe-9cf7-d429f3ed4c33	0.9674086649
bdf9d208-4f1d-44ff-8978-5d7ebcb1961d	0.4040549296
bdfac0e0-41a1-4db3-a636-c23d3b5ba84e	0.4708166714
bdfacb94-2960-40c5-85ca-2d87cd2883c9	0.4753213991
bdfba2eb-ca17-4ab3-890c-1d510c8f71bf	0.8473019674
bdfbb88b-6c17-4ab9-aec0-4508d5609d04	0.3935778816
bdfc5e08-0995-449c-be7f-71288d009d32	0.5605441181
bdfcb79d-12f6-4d94-8149-a20cf4e30cf3	0.9010976903
bdfd4261-f918-489e-880c-2392b58b0b87	0.30373645
bdfeab97-befb-4f5b-867b-8bc51b5c5a7e	0.4753213991
bdfed9ac-7cb6-4914-9230-0817493eceb7	0.6135683419
bdff0611-b9a3-4fb0-98b3-fbedc32d9dea	0.7173566068
4701d4fb-3f35-411e-87db-109019c6207d	0.4753213991
47052593-529b-4d67-8db6-85b0aa64c062	0.7875932798
4706928d-1771-443d-ab31-b2ec8943e97e	0.6744573638
4707d465-d422-44c7-ae24-939870d7f44b	0.4753213991
4709f0a1-d650-41bb-8eea-7fd644518784	0.4753213991
470a2fb3-0425-4b6f-b5ab-7431b8c6f320	0.4753213991
470a5301-27f3-48c7-b270-97281711e50a	0.9727897922
470bcc6b-e4f7-4fa5-a0de-5f49ea71e4d5	0.9478781815
470c2207-9101-4983-a94f-fae9b2dda63d	0.3714954931
470c53fb-6054-4936-bf62-07d36e9da360	0.7118069093
470ca494-89b5-4810-bd56-713c15c38e6f	0.6810963817
470d7eb2-dede-46f8-8cde-1db9d6a6e2a8	0.3954607167
470e2de3-ba95-4952-984a-5efab4b8269b	0.4374816002
470ea555-6e56-4a27-80e2-02058b1efadc	0.4630220861
470f4432-6f51-4065-9d14-faf855e43ac5	0.4753213991
470fad91-2cdf-4c45-9735-87d1584493c1	0.4753213991
4712ec83-9b4e-4c0d-8cd2-91d6e9ffac96	0.6025045445
471330f5-56e1-482d-bb86-3bfb68bf3a11	0.4753213991
47154764-ff86-4570-8e86-e13f7c01f54c	0.4753213991
47156cb9-ff6b-46b5-8219-a745889d071e	0.4753213991
4715d7b1-a5b0-4252-81a1-292eccb65a21	0.376815267
4715d98c-fd4f-4b5d-a670-7faffbf741f3	0.9152415266
4715e945-9225-444d-a836-c39df2baebbd	0.8217657848
4716e702-c18d-4aab-9776-c05bb7585058	0.1963422333
4718970b-bdb1-47a5-9f5a-2b71e6cecdb2	0.5319199683
47194d6b-dcb3-4e5b-84b4-ca3fc827087c	0.5773367086
471ac4dd-84fd-4c70-9a6d-a6511ad20a18	0.2857630616
47228de2-0617-4b63-bd0e-5a600b33f256	0.2774203447
4725e30d-a7e1-4102-88a8-71160530084b	0.9898162989
47263792-6d34-458f-8cf2-5b836891c1a8	0.4753213991
4726692a-ddbc-42a4-b436-34d865a6ec71	0.7405087504
4727c97b-eb0d-4bf7-9ddb-c0e126f1edca	0.9845457201
472b3409-446a-402f-b940-31503e382ccc	0.4753213991
472bac6c-9320-49bf-be4a-61d6108cb2db	0.5594249338
472cda54-9027-4a1c-bfd6-af98999754ac	0.5085282818
4730a807-45a0-4ecd-b8a7-97539679d0d3	0.6403641464
4735ba27-c74d-43ab-93b8-983df3922329	0.7515732859
47378cfc-a4bc-430d-a9db-a67e19959bea	0.7936276702
4737a123-7cd5-4f3c-96fe-7d151412eb47	0.9499081318
4737b6a9-55d5-47d5-91be-60c261a42e0d	0.4753213991
4739dfa2-b80f-4cee-b359-507c0306bf6c	0.9481308963
473ae112-c735-4999-b1bc-3c2f99cc4d67	0.5605441181
473b54c3-ad8b-4b77-97b9-4ba2d64b0af4	0.6786940022
473d04d4-e1ae-46c3-b5b1-a7cd48d31094	0.4753213991
473d24c9-9a85-4f2c-b10b-be9be1d88f0d	0.4757329935
473f7204-4a6d-43e2-a953-51167ee7a9de	0.3519057355
4740b6d2-4252-4cb1-99f6-294cfbc35409	0.4308222831
4743421f-399a-4069-a782-20403b0b66d1	0.1618837607
47440135-c1a7-4a16-89a4-472c18b2aa38	0.9978215697
4744c24f-8104-4b9f-a4ab-2fd69677c685	0.4823605778
474640a0-b129-40e2-b40b-960374822546	0.5139558152
474a594c-d9b6-4b52-8f1f-5f693010d0ef	0.4555267461
474a69a5-666b-4ad7-be4e-f79957cdd292	0.4753213991
474b0527-8b14-424b-89ae-8c0628715f11	0.9204561201
474bd469-f4b9-4186-8fae-75fded68887a	0.4753213991
474bd7a1-60cb-457f-b43b-cb2a1778cd2d	0.9557319247
474c0e83-f18e-4eb3-9c63-041ab4c18c1c	0.4753213991
474cabab-4979-4abb-a291-62872adae340	0.4997161844
474cbcbc-21d0-43ba-a090-74e33af364ef	0.4753213991
474e1fa9-4864-461a-9e22-042672da7190	0.7747509067
474fdd08-0d90-4bf5-9db4-de295cac5e6d	0.4684137151
4752155d-4a6f-4bf7-8890-bb11e7cb8e04	0.477608077
4752988c-1909-4984-ac8d-bebf2681cc2a	0.7457031637
47558bc1-d04c-4eac-a59a-d07ca9e3e980	0.549004372
47565df3-13e3-4609-948c-b0853f66d773	0.4753213991
4757154b-fcd1-4643-8170-64f7dabbc702	0.3315729601
47575a3c-1184-4908-9368-176b38713a8f	0.2353647415
47584221-c309-483e-abbc-efefb5effc24	0.3357693211
4758474a-6245-4c51-a7e0-fa66f1ac30ec	0.4753213991
4758c585-7ef5-4971-ab03-3b978529641a	0.4753213991
47592189-791e-44fa-8e94-b1c096c441d6	0.3367874645
4759bc55-7e97-4b6b-b7e2-bad4e4f46d8f	0.4753213991
475a599c-aa91-44db-97d1-ede5971f11f3	0.4753213991
475e578b-d73d-4930-aa7e-dd2baf9ef1ae	0.1123946491
475f95fe-5fcf-404f-8852-14ac49319f05	0.7570111873
475faea5-9ac5-40aa-b744-25afb60846df	0.3259307447
47615b9c-8f9d-4f81-8ba1-c666d50b6def	0.4206775732
47619dba-f130-4bc3-ad76-a82ddfca8c6a	0.4753213991
476459f4-bc67-4a4d-8658-01db12e4d436	0.4465444379
4764c6cc-4081-4e26-8bfb-ba3d039ec85f	0.8574724577
47655686-56ce-4293-8ba7-f176d6f9cdf2	0.7552505718
47669efe-0d47-4d33-9b68-f77d274700aa	0.8377727828
4766a8ab-e9b6-4e0d-b3be-59be354401d5	0.7148607874
4767e95b-f0de-454a-9144-d192960b6c50	0.7936276702
47692ad0-cdd8-4846-9927-02cd3c373af7	0.4753213991
4769daf4-527a-413b-95ab-db6cee6625f4	0.4708166714
4769e402-4053-49f8-8dfd-c73005923333	0.5074339622
476aca46-e1b1-4063-8b25-68c42fb7a17d	0.6538359373
476d25b5-1f67-445a-bf16-8481c71718f2	0.4753213991
476dbdc0-8576-474f-8cfe-148809a2fac4	0.4753213991
476eb908-86d4-48fd-abe1-a2070ea93d79	0.4753213991
47704d41-f71b-42c8-892a-447bf369d8ce	0.6753809717
47715f86-fbb1-48b7-80e6-6fafdc93ef2c	0.468118409
4771a45b-4681-48f7-9941-6d432efb083e	0.5677485981
4774796c-2274-4bc8-a33b-6aaa49ef3922	0.3714954931
4775efc9-7142-40ae-a09b-7e5aaec7f044	0.4090631813
4776a388-d685-4718-8c75-be213e0edb5b	0.4753213991
4776e6f4-4de2-436c-87fd-5d4f6f1be819	0.4753213991
4776f910-0d97-479c-980c-a082f4ee33c8	0.7458835186
4778fc43-8c90-4ab3-a3cb-af4b35a825ac	0.4753213991
47799b86-a36f-4fe3-b43f-9d26baf25d50	0.5358535763
477b0352-77f4-442d-9cb2-30c9b6d706cb	0.8408674271
477ceea7-f8eb-45e7-a0fd-3d69252289da	0.3216302727
477e2e5d-6164-4b9b-8a92-c31247e9bc4a	0.6578098418
477edeef-db0c-44b9-a40c-13443a1ff7f2	0.4753213991
47816b54-6edd-42f0-8379-65a1baed3924	0.7150259421
478234ba-cb49-4d37-bed7-184ec3d32c4f	0.549004372
4782e592-c6fb-4696-a862-e5a5b02abc68	0.8959482425
4783b015-71c6-46f8-a9c9-f86a95d3e23f	0.534945427
47852b62-1fa6-49ce-b240-df6ddf63833c	0.068434423
4785d2aa-b210-40cc-9332-4e059072ab17	0.4753213991
478630e3-e3b4-4ad5-8a02-e284b8126512	0.4753213991
47863e78-697d-42e8-8db1-fb9e2f237058	0.1196130182
478727ca-16c0-43c3-93e6-2edd5bf75bdf	0.5177029842
47875cfb-5e0e-42e9-9a5b-8edd9329d517	0.4462430289
4787d540-c0f6-4454-8c18-a34f52b98a4a	0.4753213991
4787eb64-2e10-4ca8-bdfe-2c9cc0e04731	0.4823605778
478906ff-a0a9-4fd0-943c-b819f2fe58bc	0.2174669481
47897416-10b5-438f-8286-202d6ae015d2	0.3905529124
4789a6d0-ae96-43d6-9dcd-167a39f4c0cf	0.4753213991
478b9b35-5123-4f5e-bcfa-a6026154f37b	0.468118409
478ba776-02e8-493c-9c84-51470d3927dd	0.4757329935
478bc855-fbfc-4d29-90ab-3d5f119651d7	0.943454968
478d53b8-2cdb-454b-9eca-2f22973fed27	0.4753213991
47907e29-0a34-46c7-9a9b-4f3b05bb5d00	0.7265919171
4790aa43-3cc1-4c1d-80bc-4127dc5d3605	0.4078626605
479213cb-91b2-4c3e-b769-3bacd2b64a5c	0.454218299
47933671-219b-4e0c-a541-82b7d9dd08e8	0.2774203447
479595be-df92-4b98-82eb-41ab0c4a48da	0.7703180468
47983824-e298-4135-8a14-2b9131bec4d4	0.4753213991
4798da79-e37d-4cc1-983e-da433f3cca77	0.4823605778
4799fc8b-da0c-44e7-ad60-354352734dd8	0.621141801
479aaa78-c748-4939-b160-1cf21c05f590	0.6403641464
479ab6e6-f81b-4c6d-b24f-1fb4c690e3b7	0.4753213991
479b02cb-be61-40a7-a485-59368cc84ab2	0.4753213991
479b279d-c3fe-421b-99ba-03005492d3f4	0.3402336582
479ba681-1d91-49c7-a535-d514626168d8	0.5773367086
479bf643-3893-4469-90e9-b83a4f7ec465	0.8217657848
479d3a77-cf2a-4f4f-8d87-60d55df3e784	0.5999516679
479e0a48-9c4e-4cd8-bd82-919cf92bf81d	0.4753213991
479e82b0-4280-4605-8180-0b6ca03567ae	0.4757329935
47a0a5cc-667c-4294-baeb-d87b42171dac	0.3693857391
47a0c455-9604-4dc6-9d33-f98168f0926c	0.8890385827
47a2d82a-20be-4fd2-975c-d935de8d930d	0.468118409
47a37300-0129-4f64-94d9-64fd6f6fe72e	0.4973326757
47a3c582-0d5d-4c41-b3af-54d988a8449b	0.1432278115
47a3e25a-37ce-416e-ae49-4b2212d23ea7	0.5483442709
47a549a5-eff7-4a02-afce-0d31560d37c1	0.4753213991
47a8af39-89b5-41fb-8f48-e2e7da6f6b90	0.4753213991
47aa599c-7c56-4f77-b647-0c1a77f6934b	0.6782705828
47aa6186-2b32-42f7-963c-a7995c2d7911	0.6857687966
47abed88-2cbc-4cb4-81a0-77c299f6413e	0.6308953643
47acf8da-baeb-4f7c-89b2-76be5343d6d8	0.4753213991
47af510a-0031-42e3-8ce2-6ea13fa5459c	0.4753213991
47b03316-0298-4434-b2c8-afc3f34adfa1	0.4753213991
47b059d7-6202-4ced-bcd8-3da71e559ab6	0.456551415
47b0d09d-7e89-4481-9b39-1f8108c2db6f	0.4753213991
47b0e859-5041-4c00-b176-2ba7ac95c668	0.5677485981
47b138eb-d306-4894-ae3d-268e3578c931	0.4753213991
47b3e72f-2747-4a63-83e4-c1469468f8bd	0.7724019109
47b40feb-5cfb-4eb9-9c88-7212e48035ca	0.4753213991
47b4d42f-16fc-4e0e-b47d-4f27cc2e788e	0.4640472723
47b71423-2e6f-41ec-9701-4a201c47f659	0.4757329935
47bdb31a-a068-4de3-8b94-77e2d7db6ec2	0.4684137151
47beb9a9-ab96-4297-8e32-fd9174a73d1f	0.9670246969
47bf3eb2-d8c9-455f-bae0-4a0b6d659902	0.4753213991
47bf5c17-e142-48ea-927a-c8c38cd01556	0.8271266964
47bfe17f-d8df-41c9-94ce-9a712183a0f8	0.4753213991
47c1fa99-8a2f-48e4-8bc2-b9ab44771e31	0.4753213991
47c21512-4118-4df0-a112-8ebe1d10295f	0.4753213991
47c3aca0-2d30-4e7f-b6b8-21da696c58e9	0.4753213991
47c46f98-74a8-4861-92a3-e892d3dbf553	0.4753213991
47c4d9bd-99a6-4571-a215-a9773b083b31	0.4753213991
47c5de09-60a9-44f9-b486-cd743a4816a0	0.7458225656
47c9310e-f45f-48df-8ad7-949b7ae8d875	0.4753213991
47ca5ca6-02b0-408f-98a7-9e899f0d07e6	0.4753213991
47cafb2c-5e9f-48ff-896c-757a811e9034	0.6403641464
47cf0b83-cb64-4f21-b50a-78e5388ca693	0.6858766473
47d1f472-4c3d-4914-8e55-2b726de345cd	0.3435417306
47d22609-8ed3-4c97-9797-dadae5cf8a87	0.2483971247
47d229df-5625-4a8a-aebe-511906af080f	0.4753213991
47d293fa-93ee-439c-9af5-9e7a89fe306f	0.3357693211
47d2fb09-5168-4baa-b2fc-65c212f80a77	0.5877512437
47d34d94-5b47-4371-99bd-0bb01fcc6db9	0.4753213991
47d3b80e-9454-4d42-91bd-b087cc9603e3	0.5604264251
47d5a041-610e-43ee-bc19-56c9c2cf39bc	0.4753213991
47d71141-1ab8-4814-b1bc-bd49b585b3c8	0.4753213991
47db3cba-1c78-42e3-9382-faf5879b7f9b	0.5729208766
47db5b67-6c88-439d-97fb-4a59a6bc3d8d	0.6361689887
47e091e7-ef85-4ee4-97b9-d5c85330c64d	0.5605441181
47e16df7-529a-4e1a-a5df-d69e0b22845f	0.4753213991
47e19950-a3cd-4cba-932b-de7683e184bf	0.4753213991
47e227e3-d35c-4683-8e97-e29de5656678	0.4757329935
47e32561-8c8a-405e-b2f1-6c37e9562e1c	0.5082523645
47e37b68-0356-4fc8-9527-771a5969231b	0.4570586304
47e5d3da-4627-40a4-bdfc-7ef0b35370d0	0.2752890713
47e5d9fc-b7fd-4fd0-8320-d34355a009f7	0.4753213991
47e6127f-5f40-4fb9-be7b-9a2f41b28f02	0.4753213991
47e80c6b-d9a5-42fe-889e-79fcd40fe968	0.7936276702
47eb6f38-f3ca-49f5-bd77-5dd86d8b4bb2	0.4753213991
47eec013-0503-49c7-8c12-ff807189d8d7	0.5605441181
47eeff6d-3862-4451-965d-4c8520c9bdc9	0.4997161844
47f0716d-7ca4-43e6-8026-82e0d6b678f7	0.4313608249
47f0cd70-4bfe-4d90-b5fd-c209839ff6ac	0.4753213991
47f0de31-34f0-406e-a8de-14469e08be15	0.4753213991
47f29ff5-7dea-48af-90e4-5bb527d101b7	0.7743153897
47f6ef8a-ca48-446a-bbe6-aa4698973b59	0.4592422438
47fb70e9-62e1-4258-b1fa-125d3ed8cc7d	0.5605441181
47fc5feb-3ea0-45cc-9791-a65dbe9960b7	0.4753213991
47fca77f-e462-426a-9b64-6131dc059d04	0.305901143
47fd1aa6-ab05-4a35-b3e9-afd7192d75df	0.4753213991
1d0021b5-c446-411d-b631-e9f378f39c1c	0.5819341929
1d042d32-7807-44a2-bbae-6fb1f463202e	0.5007305887
1d050f1a-c436-4bca-9d8e-de8be292c223	0.5609506107
1d0540d3-558b-4747-ada1-df1121c8843e	0.4980944772
1d0a0ca5-72c3-4559-9f78-80a53ca9119d	0.1693405123
1d0c1ef2-b290-4b71-a14c-3ebce031c6c4	0.7455095833
1d0d5eae-bc0a-40bf-b2c3-9cd47a6fcca3	0.4753213991
1d0dd53e-7fc1-4dcb-b333-3c2199c7583d	0.5082523645
1d0e3643-d988-4c4f-9b18-1f4c254f2ce7	0.366587239
1d0e718b-9e01-433d-8900-d7c6258321e6	0.4753213991
1d11565e-ae70-46a3-b950-9e1d2bcb1fe0	0.5773367086
1d11ac6f-a74b-403d-a56e-55ccd1d42b06	0.3935778816
1d151d0a-9e6d-45cf-b687-aa17dc8634d8	0.2857630616
1d159239-ce06-4007-a728-aa5da4cdbf01	0.5319199683
1d160259-73d8-4514-911e-757042b22812	0.4753213991
1d16b206-7290-4248-88d8-f073af85a465	0.4753213991
1d180aa2-225f-45aa-a289-4176e7f06627	0.4753213991
1d198f01-2e2d-42cd-b37d-83d386bade49	0.8785918669
1d19f29e-179c-47bd-83c6-ae8681f1bfef	0.4753213991
1d1b40e8-8c6a-438c-bf0b-6b918a7a4e5d	0.4313608249
1d1d1c13-1acb-4b3a-9478-84a730238ac1	0.4753213991
1d1d4361-0d02-43cc-b08f-e99dfd328763	0.5120141862
1d1f1c09-4a31-4fca-95d6-9bad0d7bcaae	0.4753213991
1d21cb4c-05b2-4295-9159-0a70d1811bd2	0.6763306968
1d22e2db-319c-4a69-99de-16817039b932	0.5677485981
1d245394-2944-4084-8500-fd63dde37f99	0.4888216885
1d248a0b-df51-4a74-9d87-71174c316c86	0.5605441181
1d2615f1-35dc-4539-9d69-668a3669074c	0.3409218265
1d29c8f7-e045-4d5d-a81f-214a65382162	0.9198566384
1d29cfd8-a827-432b-bd23-4a8f8eeaa8b0	0.6127111722
1d2a5f72-d324-49cc-83dc-19cb7de1d636	0.4753213991
1d2c43d7-f47f-4631-ab71-7b7c20baafa7	0.5638658925
1d2d5189-7701-4910-b484-fbfb59819778	0.5867933698
1d2e35ca-7e72-4ac8-8e3b-83f4e6ba0dcb	0.760752651
1d2ead12-bb3f-4b04-a37b-334c689e309c	0.6641733047
1d2f0812-81d4-4ed8-a409-15b2ade83f82	0.8204533851
1d30501f-d720-4edc-8684-96e27bc8cb11	0.7049349515
1d30c38a-377e-4564-a67b-a3e41020ae61	0.4051126695
1d30f79d-8f46-4616-a4cd-8d6eda6a62f0	0.4830601471
1d318f4a-461a-4728-af2d-7655d5f59a67	0.7356884919
1d31ed89-cbdc-453e-a136-5fb3fd9e5c17	0.5747816552
1d3260fa-901f-44db-8e1d-ff341a0bfa95	0.7955444341
1d37e3a7-3267-463d-b78f-fdeab89c43f7	0.8275816753
1d389f07-e3a6-40de-8f38-940bf22dbff1	0.5605441181
1d39670d-54f0-498d-84b6-d7e3aa41bffc	0.7263494939
1d3cd760-89b6-4ff0-8241-a60cdccfa07f	0.4753213991
1d3e9715-f859-42e4-bf0d-965af803e42f	0.9115302339
1d3f2a78-dd3a-4462-8690-bc75445db87f	0.4753213991
